"","playerId","position","heightInches","weight","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone","round","pick"
"22",20000100,"OT",76,295,23.1890410958904,5.3,26,16,4.73,104,7.99,4,100
"23",20000053,"OT",80,303,23.4739726027397,5.25,27.5,29,4.68,101,7.68,2,53
"24",20000061,"OG",76,345,23.5698630136986,5.34,29,28,4.72,97,7.78,2,61
"25",20010018,"OT",77,305,23.5972602739726,5.29,27,25,4.67,99,8.27,1,18
"26",20010002,"OG",78,355,22.641095890411,5.32,28,33,5.18,105,8.2,1,2
"27",20010220,"OG",76,304,23.7671232876712,5.29,31.5,32,4.6,108,7.62,7,220
"28",20010156,"OT",75,275,22.0602739726027,5.28,32,17,4.77,106,8.1,5,156
"29",20010219,"OG",75,302,22.6328767123288,5.29,27,23,4.7,97,8.56,7,219
"30",20010099,"OG",74,310,22.0876712328767,5.01,32.5,37,4.53,114,7.71,4,99
"31",20010113,"OG",77,290,23.6904109589041,5.29,33.5,17,4.62,106,7.62,4,113
"32",20010151,"OG",76,300,23.5534246575342,5.43,26.5,16,4.69,95,7.85,5,151
"33",20010017,"OG",77,313,23.4849315068493,5.14,33.5,31,4.74,106,7.82,1,17
"34",20010095,"OT",75,328,23.4301369863014,5.27,29.5,31,4.93,102,8.08,3,95
"35",20010137,"C",74,304,22.0054794520548,5.28,31.5,28,4.44,111,7.59,5,137
"36",20010135,"OG",76,315,23.3561643835616,5.33,30,37,4.73,105,8,5,135
"37",20010079,"OT",78,330,21.9260273972603,5.28,33,20,4.8,104,7.87,3,79
"38",20010111,"OT",75,300,22.9616438356164,5.57,35.5,29,4.18,113,7.66,4,111
"39",20010222,"C",77,313,21.2493150684931,5.16,35,25,4.72,107,8.08,7,222
"40",20010146,"C",73,305,22.5232876712329,5.33,32.5,24,4.61,103,7.87,5,146
"41",20010217,"OG",76,305,22.6027397260274,5.36,28,18,4.56,92,8.1,7,217
"42",20010050,"C",73,295,22.3232876712329,5.13,33,29,4.35,108,7.55,2,50
"43",20010138,"OG",75,310,21.8821917808219,5.24,30,19,4.58,106,8.06,5,138
"44",20010132,"OT",79,320,23.1835616438356,5.42,31.5,19,4.66,99,7.81,5,132
"45",20010144,"OT",77,325,23.2301369863014,5.31,30.5,28,4.8,98,8.36,5,144
"46",20010014,"OT",77,302,22.2328767123288,5.18,31.5,24,4.6,109,7.7,1,14
"47",20010170,"OG",76,320,24.2876712328767,5.2,32.5,26,4.9,99,7.98,6,170
"48",20010211,"C",76,291,22.0438356164384,5.44,28.5,25,4.67,103,7.86,7,211
"49",20010128,"OG",76,328,22.4465753424658,5.57,29.5,23,4.96,97,8.78,4,128
"50",20020178,"OG",78,327,22.7835616438356,5.55,29,26,4.8,101,7.99,6,178
"51",20020213,"OG",76,307,22.3945205479452,5.25,25.5,30,4.81,86,7.96,7,213
"52",20020029,"OT",80,320,23.5479452054795,5.31,29.5,30,4.6,100,7.65,1,29
"53",20020039,"OG",76,340,20.4109589041096,5.53,28.5,32,4.81,94,8.12,2,39
"54",20020076,"C",75,310,23.0712328767123,5.46,27,32,4.6,99,7.51,3,76
"55",20020239,"OG",75,312,22.1671232876712,5.25,28,33,4.6,94,7.56,7,239
"56",20020171,"OT",78,304,23.4575342465753,5.35,28.5,20,4.54,98,7.58,5,171
"57",20020248,"OT",77,305,23.4109589041096,5.09,29.5,24,4.49,107,7.34,7,248
"58",20020090,"C",75,310,22.8712328767123,4.99,33.5,23,4.51,104,7.36,3,90
"59",20020124,"C",75,308,23.4219178082192,5.14,33.5,36,4.69,95,7.68,4,124
"60",20020255,"C",76,309,23.0164383561644,5.37,26.5,23,4.6,91,7.9,7,255
"61",20020259,"OG",78,330,23.4575342465753,5.58,25,20,5.16,92,9,7,259
"62",20020030,"OG",75,315,23.1260273972603,5.34,28.5,24,4.71,98,7.84,1,30
"63",20020053,"OT",80,360,22.6438356164384,5.26,28.5,21,4.95,102,8.09,2,53
"64",20020066,"OG",76,308,24.5698630136986,5.39,32,34,4.63,100,7.68,3,66
"65",20030185,"OG",77,318,23.0328767123288,5.45,28.5,25,4.74,96,8.12,6,185
"66",20030160,"OT",77,304,22.6246575342466,5.26,28,22,4.97,96,8.1,5,160
"67",20030208,"OT",76,307,23.4383561643836,5.1,24.5,36,4.86,95,8.22,6,208
"68",20030008,"OT",76,305,22.7808219178082,5.05,31.5,28,4.34,112,7.69,1,8
"69",20030073,"OT",77,318,21.8301369863014,5.16,31,37,4.54,104,7.72,3,73
"70",20030133,"C",75,288,22.0547945205479,5.57,28,20,4.72,106,7.99,4,133
"71",20030215,"OT",78,335,22.5452054794521,5.18,31,28,4.57,103,7.93,7,215
"72",20030164,"C",74,300,23.6356164383562,5.31,28.5,27,4.46,101,8.24,5,164
"73",20030168,"OG",75,301,22.9260273972603,5.16,30,30,4.75,105,7.75,5,168
"74",20030072,"OG",74,333,22.8027397260274,5.19,29.5,27,4.37,107,7.57,3,72
"75",20030130,"OT",77,303,23.6328767123288,5.33,27,20,4.93,90,8.19,4,130
"76",20030209,"OT",77,301,22.6849315068493,5.3,28.5,21,4.67,102,8.37,6,209
"77",20030204,"OT",79,317,23.0356164383562,5.52,26.5,21,4.83,92,8.19,6,204
"78",20030122,"OG",77,325,22.6767123287671,5.52,28,23,4.65,98,7.84,4,122
"79",20030078,"OT",76,295,22.013698630137,5.15,32.5,24,4.71,114,7.6,3,78
"80",20030151,"OG",77,307,23.9972602739726,5.01,30,18,4.43,109,7.69,5,151
"81",20030037,"OT",77,315,23.6794520547945,5.09,35,32,4.58,115,7.83,2,37
"82",20030184,"OG",75,303,21.5068493150685,5.23,28.5,25,4.51,103,7.81,6,184
"83",20030075,"OT",79,330,23.7369863013699,5.15,31.5,20,4.5,107,7.57,3,75
"84",20030177,"OG",76,318,22.4904109589041,5.2,29,23,4.53,104,8.34,6,177
"85",20030087,"OG",76,316,23.1917808219178,5.2,30,28,4.55,106,7.95,3,87
"86",20030225,"OT",77,325,24.6575342465753,5.14,32.5,27,4.54,108,8.06,7,225
"87",20040016,"OT",76,330,21.3452054794521,5.49,25,27,4.85,98,8.25,1,16
"88",20040123,"OT",78,318,22.9095890410959,5.07,30.5,34,4.78,106,8.09,4,123
"89",20040159,"OT",78,306,23.2575342465753,5.29,24.5,25,4.76,97,7.66,5,159
"90",20040178,"OT",79,294,23.0712328767123,5.17,27.5,27,4.4,107,7.57,6,178
"91",20040176,"OT",79,315,25.1178082191781,5.51,27,22,4.4,101,7.56,6,176
